climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,class
237,-8,-0.34,-0.02,0.36,0.8,-9,4,-0.009,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
205,13,-0.15,0.08,0.42,-0.8,-11,-5,0.012,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,N
168,16,-0.03,0.08,0.46,-0.9,-11,-5,0.012,-0.1,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0,0,-0.001,0,0,0,-0.001,0,0,0,0,0,0.6,0.022,N
51,20,0.32,0.12,0.59,-0.6,-10,-11,0.017,0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-129,19,0.52,0.03,0.74,0.5,-10,-9,-0.015,1,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,P
-176,16,0.31,0.08,0.78,0.9,-9,-6,-0.018,-0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.022,P
-203,7,-0.31,0.13,0.81,0.9,-9,-7,-0.018,-1.5,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,N
38,-7,0.09,-0.06,0.51,-0.8,-11,10,0.023,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0.5,0.019,N
-110,-7,0.43,0.18,0.75,0.1,-10,-16,0.003,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
-308,-12,0.46,0.17,0.93,0.7,-9,-15,0.001,-0.2,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.023,-0.002,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,0.6,0.023,N
-307,-17,0.44,0.02,0.84,1.2,-9,9,-0.003,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.02,N
-251,-22,0.37,-0.08,0.77,1.6,-8,9,-0.01,0.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.019,N
289,-9,-0.23,0.02,0.31,2.2,-8,0,-0.009,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
264,2,-0.36,0.09,0.36,1.5,-8,-8,-0.004,-0.6,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
84,10,-0.31,0.11,0.53,0.7,-9,-11,0.008,0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,N
-126,6,0.19,0.05,0.69,0.3,-10,-3,0.013,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-207,-16,-0.4,-0.02,0.72,0.8,-9,10,-0.017,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-133,-19,-0.54,-0.05,0.66,0.3,-10,8,-0.014,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.001,0,0.001,0,0.001,0,0,0,0,0,0.5,0.019,N
-85,-20,-0.6,0.02,0.62,-0.1,-10,8,-0.006,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,-0.001,0,0,0,-0.001,0,0,0,0,0,-0.001,0,0.001,0,0.5,0.019,N
109,-20,0.4,0.02,0.45,-1,-11,3,0.014,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,P
148,-17,0.57,0.02,0.42,-0.3,-10,2,0.01,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.019,P
155,-15,0.54,0.11,0.43,0.2,-10,-2,-0.015,-1.4,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-86,-12,-0.32,0.1,0.66,0.8,-9,-8,-0.023,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.021,N
-71,-14,-0.58,0.02,0.6,0.1,-10,8,-0.018,-0.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.019,0.019,0.019,0,0,0,0,0,0,-0.001,0,-0.001,0,0.002,0,-0.001,0,0.5,0.019,N
-101,-20,-0.03,-0.03,0.63,-1.5,-11,5,0.024,1.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-36,-22,0.43,0.05,0.59,-0.7,-11,-1,0.006,0.2,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.02,N
21,-23,0.46,-0.01,0.52,0.6,-9,2,-0.005,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
84,-19,0.16,0.02,0.47,1.7,-8,1,-0.013,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
51,-15,-0.45,0.05,0.51,1.4,-9,-3,-0.02,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
38,-14,-0.56,0.05,0.52,1.1,-9,-3,-0.018,0,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.6,0.02,N
10,-13,-0.56,0.04,0.55,-0.5,-10,-4,0.013,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.02,N
193,-8,0.12,0.07,0.36,-1.5,-11,6,0.017,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
148,1,0.36,0.07,0.42,-0.7,-11,-4,0.003,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.02,N
-79,1,0.24,0.02,0.6,0.6,-9,3,-0.007,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
-156,-5,-0.24,0.08,0.72,0.8,-9,-9,-0.013,0.6,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
70,-16,0.02,-0.07,0.44,-0.4,-10,12,0.015,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
416,21,0.03,0.08,0.18,0.5,-9,-6,-0.006,0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
347,29,-0.04,0.09,0.25,0.5,-9,-7,-0.006,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.02,N
36,40,-0.34,0.12,0.56,-0.6,-10,-13,0.003,0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-114,39,-0.29,0.13,0.69,-1,-11,-12,0.007,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,0.6,0.021,N
-113,25,0.25,-0.12,0.58,-1.1,-11,17,0.016,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0,0,0.5,0.016,N
2,24,0.37,0.17,0.53,-0.9,-11,7,0.011,-3.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,N
-33,24,0.47,0.06,0.58,-0.4,-10,-2,0.006,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-80,23,0.44,0.09,0.64,0.3,-10,-7,-0.008,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-285,15,0.01,0.11,0.84,0.9,-9,-11,-0.022,0.1,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-418,6,-0.31,-0.19,0.91,0.7,-9,-2,-0.013,4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.017,N
-127,-7,-0.35,-0.04,0.62,-0.5,-10,9,0.012,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
231,-5,0.08,-0.05,0.3,-0.9,-11,9,0.016,-0.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.5,0.017,N
272,0,0.21,0.09,0.32,-0.8,-11,-6,0.012,-1.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.6,0.02,P
-92,6,0.22,0.21,0.71,0.1,-10,-21,-0.01,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,N
-623,-32,-0.19,0.09,1.14,0.1,-10,-7,-0.007,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-669,-41,-0.23,0.09,1.18,-0.2,-10,-7,-0.006,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-692,-46,-0.25,0.09,1.2,-0.3,-10,-7,-0.006,0,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-738,-55,-0.31,0.1,1.24,-0.5,-10,-7,-0.008,-0.3,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,-0.003,0,-0.005,0,0,0,0,0,0,0,0.6,0.02,N
170,-86,0.25,-0.26,0.25,-1.2,-11,37,0.023,-1,0.017,0.016,0.016,0.015,0.015,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.001,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0.4,0.013,N
382,-83,0.38,-0.29,0.06,-1.1,-11,35,0.02,0.1,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.016,0.016,0.015,0.015,0.014,0.014,0.013,0,0,0,0,0.002,0,0.001,0,0.001,0,0.001,0,0.001,0,0.4,0.013,N
632,-70,0.59,0.1,-0.02,-0.4,-10,-6,0.012,-2.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,N
604,-64,0.58,0.07,0.01,0.1,-10,-5,-0.005,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
96,-24,-0.44,0.11,0.49,0.8,-9,-10,-0.015,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
11,-23,-0.56,0.11,0.57,0.3,-10,-9,-0.013,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.6,0.021,N
59,-24,0.44,-0.19,0.38,-1.1,-11,28,0.025,1.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.016,N
352,-19,0.75,-0.16,0.14,-0.3,-10,21,0.019,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.5,0.016,P
505,-7,0.71,-0.03,0.05,1,-9,8,-0.011,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
270,20,0,0.2,0.38,2.2,-8,-23,-0.023,1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,N
1,23,-0.26,0.22,0.63,2,-8,-24,-0.022,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0.6,0.023,N
-174,22,-0.36,0.19,0.78,1.7,-8,-21,-0.009,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,-0.003,0,0,0,0,0,0,0,0.6,0.022,N
-182,7,-0.31,-0.09,0.65,0.6,-9,13,0.006,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
143,7,-0.08,-0.06,0.38,0.1,-10,9,0.014,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.5,0.017,N
166,15,0.17,0.17,0.43,0.3,-10,-11,0.006,-1.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-312,7,-0.25,0.11,0.86,0.6,-9,-9,-0.012,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.02,N
-180,-14,-0.18,-0.05,0.67,-0.6,-11,9,0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
40,-16,0.12,0.02,0.5,-0.7,-11,2,0.013,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
13,-10,-0.3,0.06,0.54,-0.4,-10,-3,-0.012,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-18,-10,-0.39,-0.02,0.55,-1.2,-11,2,0.012,0.9,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0,0,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0.5,0.019,N
230,-4,0.21,-0.02,0.31,-1.5,-11,7,0.021,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
317,3,0.48,-0.02,0.23,-1,-11,6,0.018,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.5,0.018,P
198,13,0.56,0.12,0.39,0.2,-10,-9,-0.019,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
50,16,0.24,0.31,0.55,0.9,-9,-12,-0.033,-1.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-213,15,-0.13,0.22,0.84,0.9,-9,-29,-0.036,1.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0.7,0.023,N
-540,6,-0.42,0.22,1.11,0.5,-9,-21,-0.012,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.023,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.023,N
-658,-9,-0.48,0.12,1.17,-0.2,-10,-8,-0.004,-0.9,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.02,N
-710,-23,-0.38,0.08,1.2,-0.7,-11,-3,0.01,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.019,0.019,0.02,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0.6,0.02,N
-155,-52,0.3,-0.13,0.61,-0.9,-11,18,0.019,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,N
168,-51,0.55,-0.06,0.33,-0.1,-10,16,-0.003,-1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.017,P
809,-8,-0.19,0.45,-0.13,1.2,-9,-13,-0.02,-7.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
545,4,-0.37,0.19,0.12,1,-9,-22,-0.017,1.7,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0.6,0.023,N
375,10,-0.47,0.22,0.29,0.6,-9,-24,-0.008,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0.6,0.022,N
12,16,-0.51,0.21,0.6,-0.4,-10,-20,0.003,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.6,0.022,N
-442,3,-0.2,-0.23,0.9,-1.5,-11,6,0.015,6.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-298,-5,-0.03,-0.05,0.78,-1.6,-12,8,0.014,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
92,-13,0.52,-0.07,0.41,-1,-11,12,0.018,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
293,-7,0.74,0.08,0.26,0.3,-10,6,0.002,-2.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
315,3,0.69,0.17,0.28,1.7,-8,-5,-0.015,-2.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
224,7,0.53,0.09,0.36,2.3,-8,-9,-0.019,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-2,12,-0.04,0.13,0.59,2.9,-7,-14,-0.032,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-125,11,-0.35,0.13,0.7,2.7,-7,-13,-0.03,-0.1,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,-0.001,0,-0.002,0,-0.002,0,-0.001,0,0,0,0,0,0.6,0.021,N
-204,5,-0.58,0.1,0.7,1.9,-8,9,0.003,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0.5,0.02,N
-97,-5,-0.24,0.02,0.58,0.8,-9,16,0.014,-3.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
114,3,0.13,0.12,0.46,0.9,-9,-6,0.002,-1.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
96,-39,0.03,-0.04,0.42,-0.4,-10,7,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
31,-7,-0.12,0.1,0.54,-0.4,-10,-8,-0.003,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-10,-7,-0.13,0.1,0.57,-0.5,-10,-8,-0.003,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-37,-12,0.15,0.03,0.56,-0.6,-11,2,0.007,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
